Direction;StartTime;StartPrice;EndTime;EndPrice;LineLength;AvgDiff;LastCandlesDiff;PrevLineLength;MaxDeviation;Duration;Angle;;;;;;;;;;;;
SELL;29.04.2022 11:30;1.05885;02.05.2022 21:00;1.04906;98;0.0964;0.0849;5.7692;0.6139;81.5;1.2025;;;;;;;;;;;;
SELL;04.07.2022 14:00;1.04611;08.07.2022 10:30;1.00773;384;0.088;0.1627;-336.3636;0.8764;92.5;4.1514;;;;;;;;;;;;
BUY;20.07.2022 20:45;1.01575;21.07.2022 15:30;1.02762;119;0.0955;0.1969;-11.215;0.8912;18.75;6.3467;;;;;;;;;;;;
SELL;30.08.2022 13:15;1.00486;31.08.2022 13:45;0.99778;71;0.0961;0.137;46.6165;0.5234;24.5;2.898;;;;;;;;;;;;
SELL;27.10.2022 17:15;1.00427;31.10.2022 18:30;0.98754;167;0.0996;0.1414;-145.5882;0.7153;97.25;1.7172;;;;;;;;;;;;
BUY;03.11.2022 13:30;0.97354;08.11.2022 20:00;1.00929;358;0.1068;0.0957;-71.2919;0.9433;126.5;2.83;;;;;;;;;;;;
SELL;24.11.2022 06:45;1.04463;28.11.2022 03:30;1.03439;102;0.0798;0.0933;53.8462;0.3787;92.75;1.0997;;;;;;;;;;;;
BUY;30.11.2022 17:45;1.02986;02.12.2022 14:30;1.05418;243;0.1163;0.0881;-153.125;0.1332;44.75;5.4302;;;;;;;;;;;;
BUY;07.12.2022 09:00;1.0445;09.12.2022 03:15;1.05828;138;0.0909;0.0671;4.8276;0.4265;42.25;3.2663;;;;;;;;;;;;
BUY;18.01.2023 06:00;1.07694;18.01.2023 16:15;1.08789;110;0.1082;0.1405;-17.0213;0.3962;10.25;10.7317;;;;;;;;;;;;
SELL;14.02.2023 17:00;1.07641;17.02.2023 14:00;1.06173;147;0.0681;0.0681;-40;0.4305;69;2.1304;;;;;;;;;;;;
SELL;10.05.2023 15:45;1.10008;19.05.2023 07:30;1.07613;239;0.0505;0.0365;-334.5455;0.6041;207.75;1.1504;;;;;;;;;;;;
SELL;02.06.2023 13:30;1.07748;07.06.2023 10:00;1.06696;105;0.0517;0.0549;24.4604;0.3842;116.5;0.9013;;;;;;;;;;;;
BUY;07.06.2023 10:00;1.06696;16.06.2023 15:00;1.09668;297;0.0535;0.061;-182.8571;1.1326;221;1.3439;;;;;;;;;;;;
SELL;27.06.2023 16:30;1.09755;30.06.2023 11:45;1.08388;137;0.0545;0.0786;-8.7302;0.5544;67.25;2.0372;;;;;;;;;;;;
SELL;15.08.2023 16:00;1.09469;18.08.2023 15:30;1.08512;96;0.056;0.0655;-47.6923;0.326;71.5;1.3427;;;;;;;;;;;;
BUY;25.08.2023 17:45;1.07715;30.08.2023 16:45;1.09448;173;0.0559;0.1173;-188.3333;1.1625;119;1.4538;;;;;;;;;;;;
BUY;07.09.2023 16:45;1.06917;13.09.2023 03:30;1.07613;70;0.0499;0.0355;72.332;0.4619;130.75;0.5354;;;;;;;;;;;;
BUY;01.11.2023 16:15;1.05241;06.11.2023 11:00;1.07542;230;0.0617;0.0769;-59.7222;0.1934;114.75;2.0044;;;;;;;;;;;;
BUY;09.11.2023 21:30;1.06616;16.11.2023 17:15;1.08908;229;0.0555;0.1181;-269.3548;1.1362;163.75;1.3985;;;;;;;;;;;;
BUY;15.12.2023 21:15;1.0892;28.12.2023 11:30;1.11366;245;0.0498;0.0774;-116.8142;0.8251;302.25;0.8106;;;;;;;;;;;;
SELL;05.01.2024 17:30;1.09893;09.01.2024 18:00;1.09163;73;0.0552;0.0825;14.1176;0.4125;96.5;0.7565;;;;;;;;;;;;
SELL;11.01.2024 15:15;1.09883;17.01.2024 16:45;1.08489;139;0.0592;0.0913;-93.0556;0.5862;145.5;0.9553;;;;;;;;;;;;
BUY;17.01.2024 16:45;1.08489;23.01.2024 09:00;1.09147;66;0.0518;0.0408;52.518;0.3283;136.25;0.4844;;;;;;;;;;;;
SELL;27.02.2024 10:30;1.08636;29.02.2024 19:30;1.07972;66;0.046;0.0769;-17.8571;0.5156;57;1.1579;;;;;;;;;;;;
SELL;08.03.2024 15:30;1.0972;19.03.2024 12:45;1.08366;135;0.0375;0.0583;22.8571;0.5356;261.25;0.5167;;;;;;;;;;;;
BUY;01.05.2024 09:45;1.06517;03.05.2024 15:30;1.07954;144;0.0551;0.095;-80;0.5687;53.75;2.6791;;;;;;;;;;;;
BUY;30.05.2024 08:30;1.079;04.06.2024 03:30;1.09152;125;0.0413;0.0225;-28.866;0.6629;115;1.087;;;;;;;;;;;;
BUY;25.09.2024 22:45;1.11259;30.09.2024 11:45;1.12057;80;0.0553;0.081;0;0.4273;109;0.7339;;;;;;;;;;;;
SELL;30.09.2024 11:45;1.12057;17.10.2024 16:15;1.08139;392;0.0465;0.1097;-390;0.5892;412.5;0.9503;;;;;;;;;;;;
BUY;02.12.2024 17:15;1.04668;06.12.2024 15:30;1.06169;150;0.0695;0.1018;-17.1875;0.6551;94.25;1.5915;;;;;;;;;;;;
SELL;09.12.2024 17:45;1.05912;13.12.2024 09:15;1.04563;135;0.0635;0.049;-132.7586;0.3792;87.5;1.5429;;;;;;;;;;;;
BUY;03.02.2025 05:30;1.02149;04.02.2025 00:15;1.03458;131;0.1303;0.1233;39.6313;0.5127;18.75;6.9867;;;;;;;;;;;;
BUY;12.02.2025 15:30;1.03282;14.02.2025 16:30;1.05093;181;0.0844;0.0983;-229.0909;0.5959;49;3.6939;;;;;;;;;;;;
BUY;19.02.2025 18:45;1.04046;24.02.2025 04:30;1.0527;122;0.0573;0.0948;-16.1905;0.5815;105.75;1.1537;;;;;;;;;;;;
SELL;18.03.2025 11:15;1.09522;27.03.2025 01:15;1.07348;217;0.064;0.0639;-68.2171;0.5566;206;1.0534;;;;;;;;;;;;
BUY;03.04.2025 00:15;1.08152;03.04.2025 17:30;1.11196;304;0.1863;0.2308;-328.169;0.469;17.25;17.6232;;;;;;;;;;;;
BUY;25.04.2025 06:45;1.13258;28.04.2025 23:15;1.14236;98;0.0863;0.0599;-40;0.694;88.5;1.1073;;;;;;;;;;;;
SELL;09.05.2025 17:15;1.12869;12.05.2025 21:15;1.10676;219;0.1031;0.08;-151.7241;1.2106;76;2.8816;;;;;;;;;;;;
SELL;16.06.2025 17:00;1.16094;19.06.2025 05:15;1.14516;158;0.0709;0.0752;-39.823;0.488;60.25;2.6224;;;;;;;;;;;;
BUY;27.06.2025 01:30;1.1681;01.07.2025 13:00;1.18215;141;0.0709;0.1112;-143.1034;0.7267;107.5;1.3116;;;;;;;;;;;;
SELL;03.07.2025 04:15;1.18095;07.07.2025 19:45;1.1694;115;0.0546;0.1053;-91.6667;0.6755;111.5;1.0314;;;;;;;;;;;;
SELL;29.07.2025 13:15;1.15875;31.07.2025 00:00;1.14029;185;0.0753;0.1222;-230.3571;0.8176;34.75;5.3237;;;;;;;;;;;;
SELL;22.08.2025 20:30;1.17404;27.08.2025 13:45;1.15794;161;0.0562;0.0503;-2.5478;0.5739;113.25;1.4216;;;;;;;;;;;;
BUY;03.09.2025 10:15;1.16179;09.09.2025 08:45;1.17785;161;0.0548;0.0332;-168.3333;0.3701;142.5;1.1298;;;;;;;;;;;;
SELL;08.12.2021 22:15;1.13545;15.12.2021 21:15;1.12314;123;0.0474;0.0844;-3.3613;0.6138;167;0.7365;;;;;;;;;;;;
BUY;04.01.2022 14:45;1.12729;07.01.2022 21:30;1.13629;90;0.0553;0.0339;20.354;0.5622;78.75;1.1429;;;;;;;;;;;;
BUY;07.03.2022 21:45;1.08475;09.03.2022 19:45;1.10937;246;0.1134;0.1792;-251.4286;1.1766;46;5.3478;;;;;;;;;;;;
BUY;14.03.2022 07:15;1.09022;15.03.2022 11:00;1.10151;113;0.0858;0.1351;9.6;0.4646;27.75;4.0721;;;;;;;;;;;;
BUY;28.03.2022 08:30;1.09453;31.03.2022 04:15;1.11821;237;0.0828;0.0542;-163.3333;0.6006;67.75;3.4982;;;;;;;;;;;;
SELL;31.03.2022 04:15;1.11821;08.04.2022 16:30;1.08381;344;0.0667;0.0872;-45.1477;0.5514;204.25;1.6842;;;;;;;;;;;;
SELL;21.04.2022 10:45;1.09272;28.04.2022 08:30;1.0492;435;0.082;0.1202;-170.1863;1.1085;165.75;2.6244;;;;;;;;;;;;
BUY;02.05.2022 21:00;1.04906;05.05.2022 04:15;1.06312;141;0.0857;0.0951;-43.8776;0.9735;55.25;2.552;;;;;;;;;;;;
BUY;12.05.2022 19:45;1.03578;18.05.2022 03:00;1.05621;204;0.0788;0.0408;12.069;1.1326;127.25;1.6031;;;;;;;;;;;;
SELL;30.05.2022 19:45;1.07862;01.06.2022 18:30;1.06283;158;0.0759;0.1649;-79.5455;0.8838;46.75;3.3797;;;;;;;;;;;;
SELL;12.07.2022 18:15;1.00699;13.07.2022 15:30;1.00065;63;0.1045;0.217;8.6957;0.9299;21.25;2.9647;;;;;;;;;;;;
SELL;21.07.2022 15:30;1.02762;22.07.2022 10:45;1.01382;138;0.1185;0.1528;-15.9664;0.6874;19.25;7.1688;;;;;;;;;;;;
SELL;25.07.2022 16:45;1.02491;27.07.2022 19:15;1.00997;149;0.0881;0.152;-122.3881;0.5592;50.5;2.9505;;;;;;;;;;;;
SELL;02.08.2022 03:45;1.02867;03.08.2022 17:45;1.01303;156;0.0991;0.1477;-18.1818;0.6499;38;4.1053;;;;;;;;;;;;
BUY;16.09.2022 15:00;0.99537;20.09.2022 03:00;1.00492;96;0.0799;0.0592;-43.2836;0.6625;84;1.1429;;;;;;;;;;;;
SELL;28.11.2022 13:00;1.04936;30.11.2022 01:00;1.03197;174;0.1048;0.0443;-16;0.1581;36;4.8333;;;;;;;;;;;;
BUY;02.12.2022 15:30;1.04481;05.12.2022 14:45;1.05899;142;0.1125;0.1304;-51.0638;0.6209;71.25;1.993;;;;;;;;;;;;
BUY;19.12.2022 17:45;1.05797;20.12.2022 17:00;1.06552;75;0.0974;0.1589;-4.1667;0.5213;23.25;3.2258;;;;;;;;;;;;
SELL;20.12.2022 17:00;1.06552;22.12.2022 21:15;1.05753;80;0.0786;0.0617;-6.6667;0.6342;52.25;1.5311;;;;;;;;;;;;
BUY;22.12.2022 21:15;1.05753;30.12.2022 19:45;1.07104;135;0.0699;0.1065;-68.75;0.6954;190.5;0.7087;;;;;;;;;;;;
SELL;16.01.2023 04:15;1.08733;18.01.2023 06:00;1.07694;104;0.0743;0.1027;-30;0.6641;49.75;2.0905;;;;;;;;;;;;
BUY;08.03.2023 05:45;1.05294;13.03.2023 10:30;1.07346;205;0.0794;0.0866;-25;0.5701;124.75;1.6433;;;;;;;;;;;;
BUY;15.03.2023 18:30;1.05226;23.03.2023 09:30;1.09248;402;0.0776;0.0686;-71.0638;1.2938;183;2.1967;;;;;;;;;;;;
SELL;08.05.2023 14:00;1.10504;19.05.2023 07:30;1.07613;289;0.0504;0.0365;-270.5128;0.623;257.5;1.1223;;;;;;;;;;;;
BUY;06.07.2023 07:15;1.08339;18.07.2023 10:00;1.12717;438;0.0569;0.0677;-376.087;0.4622;290.75;1.5064;;;;;;;;;;;;
BUY;25.08.2023 10:45;1.07712;30.08.2023 16:45;1.09448;174;0.0593;0.1173;-70.5882;1.1799;126;1.381;;;;;;;;;;;;
SELL;29.11.2023 03:15;1.10129;08.12.2023 16:00;1.07358;277;0.0616;0.1228;-74.2138;0.5304;228.75;1.2109;;;;;;;;;;;;
SELL;24.01.2024 16:15;1.09313;29.01.2024 17:45;1.07973;134;0.0538;0.0603;-24.0741;0.4035;121.5;1.1029;;;;;;;;;;;;
SELL;22.02.2024 10:15;1.08848;29.02.2024 19:30;1.07972;88;0.0437;0.0769;52.6882;0.5312;177.25;0.4965;;;;;;;;;;;;
SELL;21.03.2024 10:00;1.09395;02.04.2024 09:30;1.0725;214;0.0375;0.0346;-107.767;0.4784;287.5;0.7443;;;;;;;;;;;;
SELL;26.04.2024 11:30;1.07483;01.05.2024 09:45;1.06517;97;0.05;0.0256;28.6765;0.6295;118.25;0.8203;;;;;;;;;;;;
BUY;19.09.2024 04:30;1.10757;20.09.2024 10:00;1.11811;105;0.0534;0.0429;-9.375;0.1256;29.5;3.5593;;;;;;;;;;;;
SELL;30.09.2024 11:45;1.12057;23.10.2024 14:45;1.07631;443;0.0442;0.0433;-453.75;0.5546;555;0.7982;;;;;;;;;;;;
SELL;05.11.2024 20:15;1.09354;06.11.2024 08:30;1.07128;223;0.1532;0.2185;-116.5049;0.9527;12.25;18.2041;;;;;;;;;;;;
BUY;14.11.2024 13:00;1.05014;15.11.2024 15:00;1.05854;84;0.0771;0.071;73.5016;0.2839;26;3.2308;;;;;;;;;;;;
SELL;06.12.2024 15:30;1.06169;13.12.2024 09:15;1.04563;161;0.0672;0.049;-7.3333;0.4872;161.75;0.9954;;;;;;;;;;;;
BUY;20.12.2024 08:00;1.03503;30.12.2024 14:00;1.04573;107;0.054;0.0824;-52.8571;0.4456;246;0.435;;;;;;;;;;;;
SELL;06.01.2025 15:15;1.04356;13.01.2025 11:15;1.01868;249;0.0702;0.1327;-31.0526;0.4997;164;1.5183;;;;;;;;;;;;
BUY;16.01.2025 14:30;1.02645;20.01.2025 22:00;1.04293;165;0.0823;0.0963;-106.25;1.251;103.5;1.5942;;;;;;;;;;;;
BUY;10.02.2025 00:45;1.02902;14.02.2025 16:30;1.05093;219;0.0647;0.0983;-62.2222;0.9254;111.75;1.9597;;;;;;;;;;;;
BUY;06.03.2025 20:30;1.07658;11.03.2025 21:00;1.09439;178;0.0878;0.0731;-143.8356;0.847;120.5;1.4772;;;;;;;;;;;;
BUY;08.04.2025 17:30;1.08953;09.04.2025 16:15;1.10804;185;0.1471;0.2079;-92.7083;0.3661;22.75;8.1319;;;;;;;;;;;;
BUY;16.05.2025 19:00;1.11369;21.05.2025 13:15;1.13597;223;0.0722;0.0981;-147.7778;0.83;114.25;1.9519;;;;;;;;;;;;
BUY;06.06.2025 16:15;1.13767;12.06.2025 15:30;1.16277;251;0.0662;0.1432;-120.1754;1.4738;143.25;1.7522;;;;;;;;;;;;
BUY;23.06.2025 12:15;1.14563;01.07.2025 13:00;1.18215;365;0.0724;0.1112;-334.5238;0.6204;192.75;1.8936;;;;;;;;;;;;
SELL;01.07.2025 13:00;1.18215;07.07.2025 19:45;1.1694;128;0.0571;0.1053;64.9315;0.7025;150.75;0.8491;;;;;;;;;;;;
SELL;08.07.2025 10:45;1.17598;16.07.2025 17:30;1.15688;191;0.0544;0.1064;-189.3939;0.8376;198.75;0.961;;;;;;;;;;;;
SELL;24.07.2025 17:00;1.17873;01.08.2025 15:15;1.13959;391;0.069;0.0813;-83.5681;1.3176;190.25;2.0552;;;;;;;;;;;;
SELL;07.08.2025 10:45;1.16896;11.08.2025 18:00;1.15926;97;0.0615;0.0781;38.2166;0.6279;103.25;0.9395;;;;;;;;;;;;
